year,ca,age_group,sex,diagnosis,number_of_deaths,crude_rate,easr,ca_name,hb_name
2012,S12000039,75plus years,All,Cerebrovascular Disease,0,0,1092.9,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,All,Stroke,0,0,402.14,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,All,Stroke,0,0,402.14,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,All,Subarachnoid Haemorrhage,0,0,35.92,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,All,Subarachnoid Haemorrhage,0,0,35.92,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,Male,Cerebrovascular Disease,0,0,1009.66,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,Male,Cerebrovascular Disease,0,0,1009.66,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,Male,Stroke,0,0,367.24,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,Male,Stroke,0,0,367.24,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,Female,Cerebrovascular Disease,0,0,1176.14,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,Female,Cerebrovascular Disease,0,0,1176.14,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,Female,Stroke,0,0,437.04,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,Female,Stroke,0,0,437.04,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,Female,Subarachnoid Haemorrhage,0,0,71.85,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000039,75plus years,Female,Subarachnoid Haemorrhage,0,0,71.85,West Dunbartonshire,NHS Greater Glasgow and Clyde
2012,S12000040,All,All,Cerebrovascular Disease,131,74.43,123.2,West Lothian,NHS Lothian
2012,S12000040,All,All,Stroke,75,42.61,66.98,West Lothian,NHS Lothian
2012,S12000040,All,All,Subarachnoid Haemorrhage,3,1.7,2.27,West Lothian,NHS Lothian
2012,S12000040,All,Male,Cerebrovascular Disease,49,56.82,120.19,West Lothian,NHS Lothian
2012,S12000040,All,Male,Stroke,26,30.15,59.57,West Lothian,NHS Lothian
2012,S12000040,All,Male,Subarachnoid Haemorrhage,1,1.16,1.9,West Lothian,NHS Lothian
2012,S12000040,All,Female,Cerebrovascular Disease,82,91.33,126.21,West Lothian,NHS Lothian
2012,S12000040,All,Female,Stroke,49,54.58,74.39,West Lothian,NHS Lothian
2012,S12000040,All,Female,Subarachnoid Haemorrhage,2,2.23,2.65,West Lothian,NHS Lothian
2012,S12000040,0-44 years,All,Cerebrovascular Disease,0,0,1.96,West Lothian,NHS Lothian
2012,S12000040,0-44 years,All,Stroke,0,0,1.96,West Lothian,NHS Lothian
2012,S12000040,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,West Lothian,NHS Lothian
2012,S12000040,0-44 years,Male,Cerebrovascular Disease,0,0,2.22,West Lothian,NHS Lothian
2012,S12000040,0-44 years,Male,Stroke,0,0,2.22,West Lothian,NHS Lothian
2012,S12000040,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,West Lothian,NHS Lothian
2012,S12000040,0-44 years,Female,Cerebrovascular Disease,0,0,1.71,West Lothian,NHS Lothian
2012,S12000040,0-44 years,Female,Stroke,0,0,1.71,West Lothian,NHS Lothian
2012,S12000040,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,West Lothian,NHS Lothian
2012,S12000040,45-64 years,All,Cerebrovascular Disease,0,0,15.7,West Lothian,NHS Lothian
2012,S12000040,45-64 years,All,Stroke,0,0,15.7,West Lothian,NHS Lothian
2012,S12000040,45-64 years,All,Subarachnoid Haemorrhage,0,0,0,West Lothian,NHS Lothian
2012,S12000040,45-64 years,Male,Cerebrovascular Disease,0,0,19.02,West Lothian,NHS Lothian
2012,S12000040,45-64 years,Male,Stroke,0,0,19.02,West Lothian,NHS Lothian
2012,S12000040,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,West Lothian,NHS Lothian
2012,S12000040,45-64 years,Female,Cerebrovascular Disease,0,0,12.38,West Lothian,NHS Lothian
2012,S12000040,45-64 years,Female,Stroke,0,0,12.38,West Lothian,NHS Lothian
2012,S12000040,45-64 years,Female,Subarachnoid Haemorrhage,0,0,0,West Lothian,NHS Lothian
2012,S12000040,65-74 years,All,Cerebrovascular Disease,0,0,165.35,West Lothian,NHS Lothian
2012,S12000040,65-74 years,All,Stroke,0,0,93.17,West Lothian,NHS Lothian
2012,S12000040,65-74 years,All,Subarachnoid Haemorrhage,0,0,12.6,West Lothian,NHS Lothian
2012,S12000040,65-74 years,Male,Cerebrovascular Disease,0,0,131.25,West Lothian,NHS Lothian
2012,S12000040,65-74 years,Male,Stroke,0,0,71.92,West Lothian,NHS Lothian
2012,S12000040,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,West Lothian,NHS Lothian
2012,S12000040,65-74 years,Female,Cerebrovascular Disease,0,0,199.46,West Lothian,NHS Lothian
2012,S12000040,65-74 years,Female,Stroke,0,0,114.41,West Lothian,NHS Lothian
2012,S12000040,65-74 years,Female,Subarachnoid Haemorrhage,0,0,25.19,West Lothian,NHS Lothian
2012,S12000040,under75 years,All,Cerebrovascular Disease,0,0,24.82,West Lothian,NHS Lothian
2012,S12000040,under75 years,All,Stroke,0,0,16.49,West Lothian,NHS Lothian
2012,S12000040,under75 years,All,Subarachnoid Haemorrhage,0,0,1.45,West Lothian,NHS Lothian
2012,S12000040,under75 years,Male,Cerebrovascular Disease,0,0,22,West Lothian,NHS Lothian
2012,S12000040,under75 years,Male,Stroke,0,0,15.15,West Lothian,NHS Lothian
2012,S12000040,under75 years,Male,Subarachnoid Haemorrhage,0,0,0,West Lothian,NHS Lothian
2012,S12000040,under75 years,Female,Cerebrovascular Disease,0,0,27.63,West Lothian,NHS Lothian
2012,S12000040,under75 years,Female,Stroke,0,0,17.82,West Lothian,NHS Lothian
2012,S12000040,under75 years,Female,Subarachnoid Haemorrhage,0,0,2.91,West Lothian,NHS Lothian
2012,S12000040,75plus years,All,Cerebrovascular Disease,0,0,1118.01,West Lothian,NHS Lothian
2012,S12000040,75plus years,All,Stroke,0,0,577.53,West Lothian,NHS Lothian
2012,S12000040,75plus years,All,Subarachnoid Haemorrhage,0,0,10.56,West Lothian,NHS Lothian
2012,S12000040,75plus years,Male,Cerebrovascular Disease,0,0,1113.07,West Lothian,NHS Lothian
2012,S12000040,75plus years,Male,Stroke,0,0,508.74,West Lothian,NHS Lothian
2012,S12000040,75plus years,Male,Subarachnoid Haemorrhage,0,0,21.11,West Lothian,NHS Lothian
2012,S12000040,75plus years,Female,Cerebrovascular Disease,0,0,1122.94,West Lothian,NHS Lothian
2012,S12000040,75plus years,Female,Stroke,0,0,646.32,West Lothian,NHS Lothian
2012,S12000040,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,West Lothian,NHS Lothian
2012,S12000041,All,All,Cerebrovascular Disease,133,114.44,109.64,Angus,NHS Tayside
2012,S12000041,All,All,Cerebrovascular Disease,133,114.44,109.64,Angus,NHS Tayside
2012,S12000041,All,All,Stroke,76,65.39,62.32,Angus,NHS Tayside
2012,S12000041,All,All,Stroke,76,65.39,62.32,Angus,NHS Tayside
2012,S12000041,All,All,Subarachnoid Haemorrhage,7,6.02,5.95,Angus,NHS Tayside
2012,S12000041,All,All,Subarachnoid Haemorrhage,7,6.02,5.95,Angus,NHS Tayside
2012,S12000041,All,Male,Cerebrovascular Disease,46,81.47,102.92,Angus,NHS Tayside
2012,S12000041,All,Male,Cerebrovascular Disease,46,81.47,102.92,Angus,NHS Tayside
2012,S12000041,All,Male,Stroke,27,47.82,58.93,Angus,NHS Tayside
2012,S12000041,All,Male,Stroke,27,47.82,58.93,Angus,NHS Tayside
2012,S12000041,All,Male,Subarachnoid Haemorrhage,3,5.31,5.64,Angus,NHS Tayside
2012,S12000041,All,Male,Subarachnoid Haemorrhage,3,5.31,5.64,Angus,NHS Tayside
2012,S12000041,All,Female,Cerebrovascular Disease,87,145.59,116.36,Angus,NHS Tayside
2012,S12000041,All,Female,Cerebrovascular Disease,87,145.59,116.36,Angus,NHS Tayside
2012,S12000041,All,Female,Stroke,49,82,65.71,Angus,NHS Tayside
2012,S12000041,All,Female,Stroke,49,82,65.71,Angus,NHS Tayside
2012,S12000041,All,Female,Subarachnoid Haemorrhage,4,6.69,6.26,Angus,NHS Tayside
2012,S12000041,All,Female,Subarachnoid Haemorrhage,4,6.69,6.26,Angus,NHS Tayside
2012,S12000041,0-44 years,All,Cerebrovascular Disease,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,All,Cerebrovascular Disease,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,All,Stroke,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,All,Stroke,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,Male,Cerebrovascular Disease,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,Male,Cerebrovascular Disease,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,Male,Stroke,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,Male,Stroke,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,Female,Cerebrovascular Disease,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,Female,Cerebrovascular Disease,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,Female,Stroke,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,Female,Stroke,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Angus,NHS Tayside
2012,S12000041,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Angus,NHS Tayside
2012,S12000041,45-64 years,All,Cerebrovascular Disease,0,0,32.74,Angus,NHS Tayside
2012,S12000041,45-64 years,All,Cerebrovascular Disease,0,0,32.74,Angus,NHS Tayside
2012,S12000041,45-64 years,All,Stroke,0,0,11.68,Angus,NHS Tayside
2012,S12000041,45-64 years,All,Stroke,0,0,11.68,Angus,NHS Tayside
2012,S12000041,45-64 years,All,Subarachnoid Haemorrhage,0,0,14.96,Angus,NHS Tayside
2012,S12000041,45-64 years,All,Subarachnoid Haemorrhage,0,0,14.96,Angus,NHS Tayside
2012,S12000041,45-64 years,Male,Cerebrovascular Disease,0,0,25.28,Angus,NHS Tayside
2012,S12000041,45-64 years,Male,Cerebrovascular Disease,0,0,25.28,Angus,NHS Tayside
2012,S12000041,45-64 years,Male,Stroke,0,0,6.38,Angus,NHS Tayside
2012,S12000041,45-64 years,Male,Stroke,0,0,6.38,Angus,NHS Tayside
2012,S12000041,45-64 years,Male,Subarachnoid Haemorrhage,0,0,12.64,Angus,NHS Tayside
2012,S12000041,45-64 years,Male,Subarachnoid Haemorrhage,0,0,12.64,Angus,NHS Tayside
2012,S12000041,45-64 years,Female,Cerebrovascular Disease,0,0,40.21,Angus,NHS Tayside
2012,S12000041,45-64 years,Female,Cerebrovascular Disease,0,0,40.21,Angus,NHS Tayside
2012,S12000041,45-64 years,Female,Stroke,0,0,16.98,Angus,NHS Tayside
2012,S12000041,45-64 years,Female,Stroke,0,0,16.98,Angus,NHS Tayside
2012,S12000041,45-64 years,Female,Subarachnoid Haemorrhage,0,0,17.29,Angus,NHS Tayside
2012,S12000041,45-64 years,Female,Subarachnoid Haemorrhage,0,0,17.29,Angus,NHS Tayside
2012,S12000041,65-74 years,All,Cerebrovascular Disease,0,0,102.93,Angus,NHS Tayside
2012,S12000041,65-74 years,All,Cerebrovascular Disease,0,0,102.93,Angus,NHS Tayside
2012,S12000041,65-74 years,All,Stroke,0,0,80.93,Angus,NHS Tayside
2012,S12000041,65-74 years,All,Stroke,0,0,80.93,Angus,NHS Tayside
2012,S12000041,65-74 years,All,Subarachnoid Haemorrhage,0,0,7.98,Angus,NHS Tayside
2012,S12000041,65-74 years,All,Subarachnoid Haemorrhage,0,0,7.98,Angus,NHS Tayside
2012,S12000041,65-74 years,Male,Cerebrovascular Disease,0,0,115.14,Angus,NHS Tayside
2012,S12000041,65-74 years,Male,Cerebrovascular Disease,0,0,115.14,Angus,NHS Tayside
2012,S12000041,65-74 years,Male,Stroke,0,0,100.52,Angus,NHS Tayside
2012,S12000041,65-74 years,Male,Stroke,0,0,100.52,Angus,NHS Tayside
2012,S12000041,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Angus,NHS Tayside
2012,S12000041,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Angus,NHS Tayside
2012,S12000041,65-74 years,Female,Cerebrovascular Disease,0,0,90.72,Angus,NHS Tayside
2012,S12000041,65-74 years,Female,Cerebrovascular Disease,0,0,90.72,Angus,NHS Tayside
2012,S12000041,65-74 years,Female,Stroke,0,0,61.33,Angus,NHS Tayside
2012,S12000041,65-74 years,Female,Stroke,0,0,61.33,Angus,NHS Tayside
2012,S12000041,65-74 years,Female,Subarachnoid Haemorrhage,0,0,15.97,Angus,NHS Tayside
2012,S12000041,65-74 years,Female,Subarachnoid Haemorrhage,0,0,15.97,Angus,NHS Tayside
2012,S12000041,under75 years,All,Cerebrovascular Disease,0,0,21.41,Angus,NHS Tayside
2012,S12000041,under75 years,All,Cerebrovascular Disease,0,0,21.41,Angus,NHS Tayside
2012,S12000041,under75 years,All,Stroke,0,0,12.74,Angus,NHS Tayside
2012,S12000041,under75 years,All,Stroke,0,0,12.74,Angus,NHS Tayside
2012,S12000041,under75 years,All,Subarachnoid Haemorrhage,0,0,5.28,Angus,NHS Tayside
2012,S12000041,under75 years,All,Subarachnoid Haemorrhage,0,0,5.28,Angus,NHS Tayside
2012,S12000041,under75 years,Male,Cerebrovascular Disease,0,0,20.65,Angus,NHS Tayside
2012,S12000041,under75 years,Male,Cerebrovascular Disease,0,0,20.65,Angus,NHS Tayside
2012,S12000041,under75 years,Male,Stroke,0,0,13.46,Angus,NHS Tayside
2012,S12000041,under75 years,Male,Stroke,0,0,13.46,Angus,NHS Tayside
2012,S12000041,under75 years,Male,Subarachnoid Haemorrhage,0,0,3.68,Angus,NHS Tayside
2012,S12000041,under75 years,Male,Subarachnoid Haemorrhage,0,0,3.68,Angus,NHS Tayside
2012,S12000041,under75 years,Female,Cerebrovascular Disease,0,0,22.18,Angus,NHS Tayside
2012,S12000041,under75 years,Female,Cerebrovascular Disease,0,0,22.18,Angus,NHS Tayside
2012,S12000041,under75 years,Female,Stroke,0,0,12.02,Angus,NHS Tayside
2012,S12000041,under75 years,Female,Stroke,0,0,12.02,Angus,NHS Tayside
2012,S12000041,under75 years,Female,Subarachnoid Haemorrhage,0,0,6.88,Angus,NHS Tayside
2012,S12000041,under75 years,Female,Subarachnoid Haemorrhage,0,0,6.88,Angus,NHS Tayside
2012,S12000041,75plus years,All,Cerebrovascular Disease,0,0,1001.68,Angus,NHS Tayside
2012,S12000041,75plus years,All,Cerebrovascular Disease,0,0,1001.68,Angus,NHS Tayside
2012,S12000041,75plus years,All,Stroke,0,0,563.63,Angus,NHS Tayside
2012,S12000041,75plus years,All,Stroke,0,0,563.63,Angus,NHS Tayside
2012,S12000041,75plus years,All,Subarachnoid Haemorrhage,0,0,12.74,Angus,NHS Tayside
2012,S12000041,75plus years,All,Subarachnoid Haemorrhage,0,0,12.74,Angus,NHS Tayside
2012,S12000041,75plus years,Male,Cerebrovascular Disease,0,0,934.77,Angus,NHS Tayside
2012,S12000041,75plus years,Male,Cerebrovascular Disease,0,0,934.77,Angus,NHS Tayside
2012,S12000041,75plus years,Male,Stroke,0,0,518.66,Angus,NHS Tayside
2012,S12000041,75plus years,Male,Stroke,0,0,518.66,Angus,NHS Tayside
2012,S12000041,75plus years,Male,Subarachnoid Haemorrhage,0,0,25.48,Angus,NHS Tayside
2012,S12000041,75plus years,Male,Subarachnoid Haemorrhage,0,0,25.48,Angus,NHS Tayside
2012,S12000041,75plus years,Female,Cerebrovascular Disease,0,0,1068.6,Angus,NHS Tayside
2012,S12000041,75plus years,Female,Cerebrovascular Disease,0,0,1068.6,Angus,NHS Tayside
2012,S12000041,75plus years,Female,Stroke,0,0,608.6,Angus,NHS Tayside
2012,S12000041,75plus years,Female,Stroke,0,0,608.6,Angus,NHS Tayside
2012,S12000041,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,Angus,NHS Tayside
2012,S12000041,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,Angus,NHS Tayside
2012,S12000042,All,All,Cerebrovascular Disease,114,77.14,87.5,Dundee City,NHS Tayside
2012,S12000042,All,All,Cerebrovascular Disease,114,77.14,87.5,Dundee City,NHS Tayside
2012,S12000042,All,All,Stroke,61,41.28,45.62,Dundee City,NHS Tayside
2012,S12000042,All,All,Stroke,61,41.28,45.62,Dundee City,NHS Tayside
2012,S12000042,All,All,Subarachnoid Haemorrhage,7,4.74,5.09,Dundee City,NHS Tayside
2012,S12000042,All,All,Subarachnoid Haemorrhage,7,4.74,5.09,Dundee City,NHS Tayside
2012,S12000042,All,Male,Cerebrovascular Disease,44,61.88,88.68,Dundee City,NHS Tayside
2012,S12000042,All,Male,Cerebrovascular Disease,44,61.88,88.68,Dundee City,NHS Tayside
2012,S12000042,All,Male,Stroke,20,28.13,40.54,Dundee City,NHS Tayside
2012,S12000042,All,Male,Stroke,20,28.13,40.54,Dundee City,NHS Tayside
2012,S12000042,All,Male,Subarachnoid Haemorrhage,1,1.41,1.41,Dundee City,NHS Tayside
2012,S12000042,All,Male,Subarachnoid Haemorrhage,1,1.41,1.41,Dundee City,NHS Tayside
2012,S12000042,All,Female,Cerebrovascular Disease,70,91.3,86.32,Dundee City,NHS Tayside
2012,S12000042,All,Female,Cerebrovascular Disease,70,91.3,86.32,Dundee City,NHS Tayside
2012,S12000042,All,Female,Stroke,41,53.48,50.7,Dundee City,NHS Tayside
2012,S12000042,All,Female,Stroke,41,53.48,50.7,Dundee City,NHS Tayside
2012,S12000042,All,Female,Subarachnoid Haemorrhage,6,7.83,8.78,Dundee City,NHS Tayside
2012,S12000042,All,Female,Subarachnoid Haemorrhage,6,7.83,8.78,Dundee City,NHS Tayside
2012,S12000042,0-44 years,All,Cerebrovascular Disease,0,0,6.16,Dundee City,NHS Tayside
2012,S12000042,0-44 years,All,Cerebrovascular Disease,0,0,6.16,Dundee City,NHS Tayside
2012,S12000042,0-44 years,All,Stroke,0,0,1.72,Dundee City,NHS Tayside
2012,S12000042,0-44 years,All,Stroke,0,0,1.72,Dundee City,NHS Tayside
2012,S12000042,0-44 years,All,Subarachnoid Haemorrhage,0,0,2.73,Dundee City,NHS Tayside
2012,S12000042,0-44 years,All,Subarachnoid Haemorrhage,0,0,2.73,Dundee City,NHS Tayside
2012,S12000042,0-44 years,Male,Cerebrovascular Disease,0,0,9.48,Dundee City,NHS Tayside
2012,S12000042,0-44 years,Male,Cerebrovascular Disease,0,0,9.48,Dundee City,NHS Tayside
2012,S12000042,0-44 years,Male,Stroke,0,0,3.44,Dundee City,NHS Tayside
2012,S12000042,0-44 years,Male,Stroke,0,0,3.44,Dundee City,NHS Tayside
2012,S12000042,0-44 years,Male,Subarachnoid Haemorrhage,0,0,2.6,Dundee City,NHS Tayside
2012,S12000042,0-44 years,Male,Subarachnoid Haemorrhage,0,0,2.6,Dundee City,NHS Tayside
2012,S12000042,0-44 years,Female,Cerebrovascular Disease,0,0,2.85,Dundee City,NHS Tayside
2012,S12000042,0-44 years,Female,Cerebrovascular Disease,0,0,2.85,Dundee City,NHS Tayside
2012,S12000042,0-44 years,Female,Stroke,0,0,0,Dundee City,NHS Tayside
2012,S12000042,0-44 years,Female,Stroke,0,0,0,Dundee City,NHS Tayside
2012,S12000042,0-44 years,Female,Subarachnoid Haemorrhage,0,0,2.85,Dundee City,NHS Tayside
2012,S12000042,0-44 years,Female,Subarachnoid Haemorrhage,0,0,2.85,Dundee City,NHS Tayside
2012,S12000042,45-64 years,All,Cerebrovascular Disease,0,0,22.58,Dundee City,NHS Tayside
2012,S12000042,45-64 years,All,Cerebrovascular Disease,0,0,22.58,Dundee City,NHS Tayside
2012,S12000042,45-64 years,All,Stroke,0,0,8.61,Dundee City,NHS Tayside
2012,S12000042,45-64 years,All,Stroke,0,0,8.61,Dundee City,NHS Tayside
2012,S12000042,45-64 years,All,Subarachnoid Haemorrhage,0,0,8.21,Dundee City,NHS Tayside
2012,S12000042,45-64 years,All,Subarachnoid Haemorrhage,0,0,8.21,Dundee City,NHS Tayside
2012,S12000042,45-64 years,Male,Cerebrovascular Disease,0,0,17.49,Dundee City,NHS Tayside
2012,S12000042,45-64 years,Male,Cerebrovascular Disease,0,0,17.49,Dundee City,NHS Tayside
2012,S12000042,45-64 years,Male,Stroke,0,0,5.97,Dundee City,NHS Tayside
2012,S12000042,45-64 years,Male,Stroke,0,0,5.97,Dundee City,NHS Tayside
2012,S12000042,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Dundee City,NHS Tayside
2012,S12000042,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Dundee City,NHS Tayside
2012,S12000042,45-64 years,Female,Cerebrovascular Disease,0,0,27.66,Dundee City,NHS Tayside
2012,S12000042,45-64 years,Female,Cerebrovascular Disease,0,0,27.66,Dundee City,NHS Tayside
2012,S12000042,45-64 years,Female,Stroke,0,0,11.25,Dundee City,NHS Tayside
2012,S12000042,45-64 years,Female,Stroke,0,0,11.25,Dundee City,NHS Tayside
2012,S12000042,45-64 years,Female,Subarachnoid Haemorrhage,0,0,16.41,Dundee City,NHS Tayside
2012,S12000042,45-64 years,Female,Subarachnoid Haemorrhage,0,0,16.41,Dundee City,NHS Tayside
2012,S12000042,65-74 years,All,Cerebrovascular Disease,0,0,137.56,Dundee City,NHS Tayside
2012,S12000042,65-74 years,All,Cerebrovascular Disease,0,0,137.56,Dundee City,NHS Tayside
2012,S12000042,65-74 years,All,Stroke,0,0,89.95,Dundee City,NHS Tayside
2012,S12000042,65-74 years,All,Stroke,0,0,89.95,Dundee City,NHS Tayside
2012,S12000042,65-74 years,All,Subarachnoid Haemorrhage,0,0,7.34,Dundee City,NHS Tayside
2012,S12000042,65-74 years,All,Subarachnoid Haemorrhage,0,0,7.34,Dundee City,NHS Tayside
2012,S12000042,65-74 years,Male,Cerebrovascular Disease,0,0,143.4,Dundee City,NHS Tayside
2012,S12000042,65-74 years,Male,Cerebrovascular Disease,0,0,143.4,Dundee City,NHS Tayside
2012,S12000042,65-74 years,Male,Stroke,0,0,106.9,Dundee City,NHS Tayside
2012,S12000042,65-74 years,Male,Stroke,0,0,106.9,Dundee City,NHS Tayside
2012,S12000042,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Dundee City,NHS Tayside
2012,S12000042,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Dundee City,NHS Tayside
2012,S12000042,65-74 years,Female,Cerebrovascular Disease,0,0,131.73,Dundee City,NHS Tayside
2012,S12000042,65-74 years,Female,Cerebrovascular Disease,0,0,131.73,Dundee City,NHS Tayside
2012,S12000042,65-74 years,Female,Stroke,0,0,73.01,Dundee City,NHS Tayside
2012,S12000042,65-74 years,Female,Stroke,0,0,73.01,Dundee City,NHS Tayside
2012,S12000042,65-74 years,Female,Subarachnoid Haemorrhage,0,0,14.68,Dundee City,NHS Tayside
2012,S12000042,65-74 years,Female,Subarachnoid Haemorrhage,0,0,14.68,Dundee City,NHS Tayside
2012,S12000042,under75 years,All,Cerebrovascular Disease,0,0,26.1,Dundee City,NHS Tayside
2012,S12000042,under75 years,All,Cerebrovascular Disease,0,0,26.1,Dundee City,NHS Tayside
2012,S12000042,under75 years,All,Stroke,0,0,13.91,Dundee City,NHS Tayside
2012,S12000042,under75 years,All,Stroke,0,0,13.91,Dundee City,NHS Tayside
2012,S12000042,under75 years,All,Subarachnoid Haemorrhage,0,0,4.85,Dundee City,NHS Tayside
2012,S12000042,under75 years,All,Subarachnoid Haemorrhage,0,0,4.85,Dundee City,NHS Tayside
2012,S12000042,under75 years,Male,Cerebrovascular Disease,0,0,27.26,Dundee City,NHS Tayside
2012,S12000042,under75 years,Male,Cerebrovascular Disease,0,0,27.26,Dundee City,NHS Tayside
2012,S12000042,under75 years,Male,Stroke,0,0,16.11,Dundee City,NHS Tayside
2012,S12000042,under75 years,Male,Stroke,0,0,16.11,Dundee City,NHS Tayside
2012,S12000042,under75 years,Male,Subarachnoid Haemorrhage,0,0,1.54,Dundee City,NHS Tayside
2012,S12000042,under75 years,Male,Subarachnoid Haemorrhage,0,0,1.54,Dundee City,NHS Tayside
2012,S12000042,under75 years,Female,Cerebrovascular Disease,0,0,24.95,Dundee City,NHS Tayside
2012,S12000042,under75 years,Female,Cerebrovascular Disease,0,0,24.95,Dundee City,NHS Tayside
2012,S12000042,under75 years,Female,Stroke,0,0,11.7,Dundee City,NHS Tayside
2012,S12000042,under75 years,Female,Stroke,0,0,11.7,Dundee City,NHS Tayside
2012,S12000042,under75 years,Female,Subarachnoid Haemorrhage,0,0,8.16,Dundee City,NHS Tayside
2012,S12000042,under75 years,Female,Subarachnoid Haemorrhage,0,0,8.16,Dundee City,NHS Tayside
2012,S12000042,75plus years,All,Cerebrovascular Disease,0,0,708.28,Dundee City,NHS Tayside
2012,S12000042,75plus years,All,Cerebrovascular Disease,0,0,708.28,Dundee City,NHS Tayside
2012,S12000042,75plus years,All,Stroke,0,0,366.29,Dundee City,NHS Tayside
2012,S12000042,75plus years,All,Stroke,0,0,366.29,Dundee City,NHS Tayside
2012,S12000042,75plus years,All,Subarachnoid Haemorrhage,0,0,7.49,Dundee City,NHS Tayside
2012,S12000042,75plus years,All,Subarachnoid Haemorrhage,0,0,7.49,Dundee City,NHS Tayside
2012,S12000042,75plus years,Male,Cerebrovascular Disease,0,0,709.68,Dundee City,NHS Tayside
2012,S12000042,75plus years,Male,Cerebrovascular Disease,0,0,709.68,Dundee City,NHS Tayside
2012,S12000042,75plus years,Male,Stroke,0,0,287.52,Dundee City,NHS Tayside
2012,S12000042,75plus years,Male,Stroke,0,0,287.52,Dundee City,NHS Tayside
2012,S12000042,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Dundee City,NHS Tayside
2012,S12000042,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Dundee City,NHS Tayside
2012,S12000042,75plus years,Female,Cerebrovascular Disease,0,0,706.89,Dundee City,NHS Tayside
2012,S12000042,75plus years,Female,Cerebrovascular Disease,0,0,706.89,Dundee City,NHS Tayside
2012,S12000042,75plus years,Female,Stroke,0,0,445.07,Dundee City,NHS Tayside
2012,S12000042,75plus years,Female,Stroke,0,0,445.07,Dundee City,NHS Tayside
2012,S12000042,75plus years,Female,Subarachnoid Haemorrhage,0,0,14.97,Dundee City,NHS Tayside
2012,S12000042,75plus years,Female,Subarachnoid Haemorrhage,0,0,14.97,Dundee City,NHS Tayside
2012,S12000045,All,All,Cerebrovascular Disease,72,68,77.95,East Dunbartonshire,NHS Greater Glasgow and Clyde
