year,hbr,age_group,sex,diagnosis,number_of_deaths,crude_rate,easr,hb_name
2014,S08000016,75plus years,All,Cerebrovascular Disease,94,812.5864,798.118,Borders
2014,S08000016,75plus years,All,Stroke,62,535.9613,517.222,Borders
2014,S08000016,75plus years,All,Subarachnoid Haemorrhage,2,17.28907,17.61079,Borders
2014,S08000016,75plus years,Male,Cerebrovascular Disease,33,675.1227,722.2801,Borders
2014,S08000016,75plus years,Male,Stroke,17,347.7905,387.376,Borders
2014,S08000016,75plus years,Male,Subarachnoid Haemorrhage,1,20.45827,20.67825,Borders
2014,S08000016,75plus years,Female,Cerebrovascular Disease,61,913.1737,873.9559,Borders
2014,S08000016,75plus years,Female,Stroke,45,673.6527,647.0681,Borders
2014,S08000016,75plus years,Female,Subarachnoid Haemorrhage,1,14.97006,14.54334,Borders
2014,S08000017,All,All,Cerebrovascular Disease,159,106.0283,97.61682,Dumfries and Galloway
2014,S08000017,All,All,Stroke,90,60.016,52.48545,Dumfries and Galloway
2014,S08000017,All,All,Subarachnoid Haemorrhage,6,4.001067,3.334306,Dumfries and Galloway
2014,S08000017,All,Male,Cerebrovascular Disease,64,87.88191,100.8154,Dumfries and Galloway
2014,S08000017,All,Male,Stroke,33,45.31411,49.08374,Dumfries and Galloway
2014,S08000017,All,Male,Subarachnoid Haemorrhage,1,1.373155,1.212541,Dumfries and Galloway
2014,S08000017,All,Female,Cerebrovascular Disease,95,123.1607,94.41822,Dumfries and Galloway
2014,S08000017,All,Female,Stroke,57,73.89642,55.88717,Dumfries and Galloway
2014,S08000017,All,Female,Subarachnoid Haemorrhage,5,6.482142,5.456071,Dumfries and Galloway
2014,S08000017,0-44 years,All,Cerebrovascular Disease,1,1.449002,1.465404,Dumfries and Galloway
2014,S08000017,0-44 years,All,Stroke,1,1.449002,1.465404,Dumfries and Galloway
2014,S08000017,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway
2014,S08000017,0-44 years,Male,Cerebrovascular Disease,1,2.905034,2.930808,Dumfries and Galloway
2014,S08000017,0-44 years,Male,Stroke,1,2.905034,2.930808,Dumfries and Galloway
2014,S08000017,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway
2014,S08000017,0-44 years,Female,Cerebrovascular Disease,0,0,0,Dumfries and Galloway
2014,S08000017,0-44 years,Female,Stroke,0,0,0,Dumfries and Galloway
2014,S08000017,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway
2014,S08000017,45-64 years,All,Cerebrovascular Disease,10,22.14251,21.96838,Dumfries and Galloway
2014,S08000017,45-64 years,All,Stroke,5,11.07125,10.88943,Dumfries and Galloway
2014,S08000017,45-64 years,All,Subarachnoid Haemorrhage,4,8.857004,8.864778,Dumfries and Galloway
2014,S08000017,45-64 years,Male,Cerebrovascular Disease,5,22.84148,22.21754,Dumfries and Galloway
2014,S08000017,45-64 years,Male,Stroke,4,18.27318,17.64191,Dumfries and Galloway
2014,S08000017,45-64 years,Male,Subarachnoid Haemorrhage,1,4.568296,4.575627,Dumfries and Galloway
2014,S08000017,45-64 years,Female,Cerebrovascular Disease,5,21.48505,21.71922,Dumfries and Galloway
2014,S08000017,45-64 years,Female,Stroke,1,4.297009,4.136947,Dumfries and Galloway
2014,S08000017,45-64 years,Female,Subarachnoid Haemorrhage,3,12.89103,13.15393,Dumfries and Galloway
2014,S08000017,65-74 years,All,Cerebrovascular Disease,14,70.40129,72.71805,Dumfries and Galloway
2014,S08000017,65-74 years,All,Stroke,7,35.20064,36.35903,Dumfries and Galloway
2014,S08000017,65-74 years,All,Subarachnoid Haemorrhage,1,5.028663,5.150232,Dumfries and Galloway
2014,S08000017,65-74 years,Male,Cerebrovascular Disease,6,62.21485,64.98909,Dumfries and Galloway
2014,S08000017,65-74 years,Male,Stroke,3,31.10742,32.49455,Dumfries and Galloway
2014,S08000017,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway
2014,S08000017,65-74 years,Female,Cerebrovascular Disease,8,78.10974,80.44701,Dumfries and Galloway
2014,S08000017,65-74 years,Female,Stroke,4,39.05487,40.22351,Dumfries and Galloway
2014,S08000017,65-74 years,Female,Subarachnoid Haemorrhage,1,9.763718,10.30046,Dumfries and Galloway
2014,S08000017,under75 years,All,Cerebrovascular Disease,25,18.64823,15.65751,Dumfries and Galloway
2014,S08000017,under75 years,All,Stroke,13,9.697078,8.23595,Dumfries and Galloway
2014,S08000017,under75 years,All,Subarachnoid Haemorrhage,5,3.729645,3.175759,Dumfries and Galloway
2014,S08000017,under75 years,Male,Cerebrovascular Disease,12,18.19367,15.70784,Dumfries and Galloway
2014,S08000017,under75 years,Male,Stroke,8,12.12911,10.62601,Dumfries and Galloway
2014,S08000017,under75 years,Male,Subarachnoid Haemorrhage,1,1.516139,1.332463,Dumfries and Galloway
2014,S08000017,under75 years,Female,Cerebrovascular Disease,13,19.08845,15.60718,Dumfries and Galloway
2014,S08000017,under75 years,Female,Stroke,5,7.341713,5.845889,Dumfries and Galloway
2014,S08000017,under75 years,Female,Subarachnoid Haemorrhage,4,5.87337,5.019055,Dumfries and Galloway
2014,S08000017,75plus years,All,Cerebrovascular Disease,134,842.8203,926.3165,Dumfries and Galloway
2014,S08000017,75plus years,All,Stroke,77,484.3072,499.8971,Dumfries and Galloway
2014,S08000017,75plus years,All,Subarachnoid Haemorrhage,1,6.289704,4.937394,Dumfries and Galloway
2014,S08000017,75plus years,Male,Cerebrovascular Disease,52,757.1345,961.3475,Dumfries and Galloway
2014,S08000017,75plus years,Male,Stroke,25,364.007,437.9341,Dumfries and Galloway
2014,S08000017,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Dumfries and Galloway
2014,S08000017,75plus years,Female,Cerebrovascular Disease,82,907.9836,891.2855,Dumfries and Galloway
2014,S08000017,75plus years,Female,Stroke,52,575.7945,561.8601,Dumfries and Galloway
2014,S08000017,75plus years,Female,Subarachnoid Haemorrhage,1,11.07297,9.874788,Dumfries and Galloway
2014,S08000018,All,All,Cerebrovascular Disease,248,67.52893,72.5634,NA
2014,S08000018,All,All,Stroke,135,36.7597,39.6493,NA
2014,S08000018,All,All,Subarachnoid Haemorrhage,17,4.628999,4.480066,NA
2014,S08000018,All,Male,Cerebrovascular Disease,99,55.64549,73.14248,NA
2014,S08000018,All,Male,Stroke,55,30.91416,40.44959,NA
2014,S08000018,All,Male,Subarachnoid Haemorrhage,7,3.934529,4.066288,NA
2014,S08000018,All,Female,Cerebrovascular Disease,149,78.69524,71.98432,NA
2014,S08000018,All,Female,Stroke,80,42.25248,38.84901,NA
2014,S08000018,All,Female,Subarachnoid Haemorrhage,10,5.28156,4.893845,NA
2014,S08000018,0-44 years,All,Cerebrovascular Disease,2,1.034094,1.099812,NA
2014,S08000018,0-44 years,All,Stroke,0,0,0,NA
2014,S08000018,0-44 years,All,Subarachnoid Haemorrhage,2,1.034094,1.099812,NA
2014,S08000018,0-44 years,Male,Cerebrovascular Disease,1,1.041461,1.289847,NA
2014,S08000018,0-44 years,Male,Stroke,0,0,0,NA
2014,S08000018,0-44 years,Male,Subarachnoid Haemorrhage,1,1.041461,1.289847,NA
2014,S08000018,0-44 years,Female,Cerebrovascular Disease,1,1.026831,0.909777,NA
2014,S08000018,0-44 years,Female,Stroke,0,0,0,NA
2014,S08000018,0-44 years,Female,Subarachnoid Haemorrhage,1,1.026831,0.909777,NA
2014,S08000018,45-64 years,All,Cerebrovascular Disease,19,18.48843,18.77673,NA
2014,S08000018,45-64 years,All,Stroke,5,4.865375,4.996607,NA
2014,S08000018,45-64 years,All,Subarachnoid Haemorrhage,9,8.757675,8.801298,NA
2014,S08000018,45-64 years,Male,Cerebrovascular Disease,11,21.97583,22.14382,NA
2014,S08000018,45-64 years,Male,Stroke,4,7.99121,8.109247,NA
2014,S08000018,45-64 years,Male,Subarachnoid Haemorrhage,4,7.99121,7.957495,NA
2014,S08000018,45-64 years,Female,Cerebrovascular Disease,8,15.17681,15.40963,NA
2014,S08000018,45-64 years,Female,Stroke,1,1.897101,1.883967,NA
2014,S08000018,45-64 years,Female,Subarachnoid Haemorrhage,5,9.485506,9.645101,NA
2014,S08000018,65-74 years,All,Cerebrovascular Disease,24,59.60068,62.59832,NA
2014,S08000018,65-74 years,All,Stroke,15,37.25042,39.82825,NA
2014,S08000018,65-74 years,All,Subarachnoid Haemorrhage,4,9.933446,10.36928,NA
2014,S08000018,65-74 years,Male,Cerebrovascular Disease,15,78.02747,80.50501,NA
2014,S08000018,65-74 years,Male,Stroke,12,62.42197,63.85722,NA
2014,S08000018,65-74 years,Male,Subarachnoid Haemorrhage,2,10.40366,12.00985,NA
2014,S08000018,65-74 years,Female,Cerebrovascular Disease,9,42.76753,44.69163,NA
2014,S08000018,65-74 years,Female,Stroke,3,14.25584,15.79929,NA
2014,S08000018,65-74 years,Female,Subarachnoid Haemorrhage,2,9.503897,8.728704,NA
2014,S08000018,under75 years,All,Cerebrovascular Disease,45,13.3753,13.34347,NA
2014,S08000018,under75 years,All,Stroke,20,5.944579,6.050623,NA
2014,S08000018,under75 years,All,Subarachnoid Haemorrhage,15,4.458434,4.412106,NA
2014,S08000018,under75 years,Male,Cerebrovascular Disease,27,16.33414,16.50292,NA
2014,S08000018,under75 years,Male,Stroke,16,9.679488,9.729624,NA
2014,S08000018,under75 years,Male,Subarachnoid Haemorrhage,7,4.234776,4.468448,NA
2014,S08000018,under75 years,Female,Cerebrovascular Disease,18,10.51752,10.18402,NA
2014,S08000018,under75 years,Female,Stroke,4,2.337227,2.371622,NA
2014,S08000018,under75 years,Female,Subarachnoid Haemorrhage,8,4.674454,4.355764,NA
2014,S08000018,75plus years,All,Cerebrovascular Disease,203,658.8984,671.3427,NA
2014,S08000018,75plus years,All,Stroke,115,373.2676,379.3692,NA
2014,S08000018,75plus years,All,Subarachnoid Haemorrhage,2,6.49161,5.167222,NA
2014,S08000018,75plus years,Male,Cerebrovascular Disease,72,570.7944,645.8313,NA
2014,S08000018,75plus years,Male,Stroke,39,309.1803,351.0626,NA
2014,S08000018,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,NA
2014,S08000018,75plus years,Female,Cerebrovascular Disease,131,719.978,696.854,NA
2014,S08000018,75plus years,Female,Stroke,76,417.6972,407.6759,NA
2014,S08000018,75plus years,Female,Subarachnoid Haemorrhage,2,10.99203,10.33444,NA
2014,S08000019,All,All,Cerebrovascular Disease,236,78.56192,95.88735,Forth Valley
2014,S08000019,All,All,Stroke,125,41.61119,48.28553,Forth Valley
2014,S08000019,All,All,Subarachnoid Haemorrhage,8,2.663116,2.71233,Forth Valley
2014,S08000019,All,Male,Cerebrovascular Disease,89,60.90676,96.0498,Forth Valley
2014,S08000019,All,Male,Stroke,38,26.00513,40.13047,Forth Valley
2014,S08000019,All,Male,Subarachnoid Haemorrhage,1,0.684346,1.084599,Forth Valley
2014,S08000019,All,Female,Cerebrovascular Disease,147,95.28439,95.7249,Forth Valley
2014,S08000019,All,Female,Stroke,87,56.39281,56.44059,Forth Valley
2014,S08000019,All,Female,Subarachnoid Haemorrhage,7,4.537352,4.340061,Forth Valley
2014,S08000019,0-44 years,All,Cerebrovascular Disease,0,0,0,Forth Valley
2014,S08000019,0-44 years,All,Stroke,0,0,0,Forth Valley
2014,S08000019,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Forth Valley
2014,S08000019,0-44 years,Male,Cerebrovascular Disease,0,0,0,Forth Valley
2014,S08000019,0-44 years,Male,Stroke,0,0,0,Forth Valley
2014,S08000019,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Forth Valley
2014,S08000019,0-44 years,Female,Cerebrovascular Disease,0,0,0,Forth Valley
2014,S08000019,0-44 years,Female,Stroke,0,0,0,Forth Valley
2014,S08000019,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Forth Valley
2014,S08000019,45-64 years,All,Cerebrovascular Disease,12,14.18742,14.26661,Forth Valley
2014,S08000019,45-64 years,All,Stroke,7,8.275993,8.448439,Forth Valley
2014,S08000019,45-64 years,All,Subarachnoid Haemorrhage,2,2.364569,2.212671,Forth Valley
2014,S08000019,45-64 years,Male,Cerebrovascular Disease,4,9.651578,9.866084,Forth Valley
2014,S08000019,45-64 years,Male,Stroke,2,4.825789,4.933042,Forth Valley
2014,S08000019,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Forth Valley
2014,S08000019,45-64 years,Female,Cerebrovascular Disease,8,18.54513,18.66713,Forth Valley
2014,S08000019,45-64 years,Female,Stroke,5,11.59071,11.96383,Forth Valley
2014,S08000019,45-64 years,Female,Subarachnoid Haemorrhage,2,4.636284,4.425343,Forth Valley
2014,S08000019,65-74 years,All,Cerebrovascular Disease,25,81.48897,82.87541,Forth Valley
2014,S08000019,65-74 years,All,Stroke,16,52.15294,53.13791,Forth Valley
2014,S08000019,65-74 years,All,Subarachnoid Haemorrhage,2,6.519117,6.275951,Forth Valley
2014,S08000019,65-74 years,Male,Cerebrovascular Disease,11,75.32699,76.04602,Forth Valley
2014,S08000019,65-74 years,Male,Stroke,8,54.78326,54.22674,Forth Valley
2014,S08000019,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Forth Valley
2014,S08000019,65-74 years,Female,Cerebrovascular Disease,14,87.08634,89.70479,Forth Valley
2014,S08000019,65-74 years,Female,Stroke,8,49.76362,52.04909,Forth Valley
2014,S08000019,65-74 years,Female,Subarachnoid Haemorrhage,2,12.44091,12.5519,Forth Valley
2014,S08000019,under75 years,All,Cerebrovascular Disease,37,13.3616,13.71711,Forth Valley
2014,S08000019,under75 years,All,Stroke,23,8.305858,8.591557,Forth Valley
2014,S08000019,under75 years,All,Subarachnoid Haemorrhage,4,1.444497,1.368498,Forth Valley
2014,S08000019,under75 years,Male,Cerebrovascular Disease,15,10.98563,11.64763,Forth Valley
2014,S08000019,under75 years,Male,Stroke,10,7.323754,7.693477,Forth Valley
2014,S08000019,under75 years,Male,Subarachnoid Haemorrhage,0,0,0,Forth Valley
2014,S08000019,under75 years,Female,Cerebrovascular Disease,22,15.67275,15.78658,Forth Valley
2014,S08000019,under75 years,Female,Stroke,13,9.261172,9.489638,Forth Valley
2014,S08000019,under75 years,Female,Subarachnoid Haemorrhage,4,2.849591,2.736995,Forth Valley
2014,S08000019,75plus years,All,Cerebrovascular Disease,199,847.2772,926.7198,Forth Valley
2014,S08000019,75plus years,All,Stroke,102,434.2828,449.6357,Forth Valley
2014,S08000019,75plus years,All,Subarachnoid Haemorrhage,4,17.0307,16.29997,Forth Valley
2014,S08000019,75plus years,Male,Cerebrovascular Disease,74,772.2008,949.4495,Forth Valley
2014,S08000019,75plus years,Male,Stroke,28,292.1841,368.1045,Forth Valley
2014,S08000019,75plus years,Male,Subarachnoid Haemorrhage,1,10.43515,12.0511,Forth Valley
2014,S08000019,75plus years,Female,Cerebrovascular Disease,125,899.0219,903.9901,Forth Valley
2014,S08000019,75plus years,Female,Stroke,74,532.2209,531.1669,Forth Valley
2014,S08000019,75plus years,Female,Subarachnoid Haemorrhage,3,21.57652,20.54883,Forth Valley
2014,S08000020,All,All,Cerebrovascular Disease,440,75.31409,89.71431,Grampian
2014,S08000020,All,All,Stroke,231,39.5399,46.8475,Grampian
2014,S08000020,All,All,Subarachnoid Haemorrhage,15,2.567526,2.757038,Grampian
2014,S08000020,All,Male,Cerebrovascular Disease,172,59.38919,89.20009,Grampian
2014,S08000020,All,Male,Stroke,89,30.73045,46.24213,Grampian
2014,S08000020,All,Male,Subarachnoid Haemorrhage,5,1.72643,1.956177,Grampian
2014,S08000020,All,Female,Cerebrovascular Disease,268,90.96926,90.22853,Grampian
2014,S08000020,All,Female,Stroke,142,48.20013,47.45288,Grampian
2014,S08000020,All,Female,Subarachnoid Haemorrhage,10,3.394376,3.557898,Grampian
2014,S08000020,0-44 years,All,Cerebrovascular Disease,7,2.130139,2.273526,Grampian
2014,S08000020,0-44 years,All,Stroke,2,0.608611,0.641911,Grampian
2014,S08000020,0-44 years,All,Subarachnoid Haemorrhage,4,1.217222,1.309746,Grampian
2014,S08000020,0-44 years,Male,Cerebrovascular Disease,4,2.396157,2.6268030000000002,Grampian
2014,S08000020,0-44 years,Male,Stroke,1,0.599039,0.643739,Grampian
2014,S08000020,0-44 years,Male,Subarachnoid Haemorrhage,2,1.198078,1.339326,Grampian
2014,S08000020,0-44 years,Female,Cerebrovascular Disease,3,1.855483,1.920249,Grampian
2014,S08000020,0-44 years,Female,Stroke,1,0.618494,0.640083,Grampian
2014,S08000020,0-44 years,Female,Subarachnoid Haemorrhage,2,1.236988,1.280166,Grampian
2014,S08000020,45-64 years,All,Cerebrovascular Disease,20,12.77604,13.10686,Grampian
2014,S08000020,45-64 years,All,Stroke,10,6.388021,6.537067,Grampian
2014,S08000020,45-64 years,All,Subarachnoid Haemorrhage,4,2.555208,2.650155,Grampian
2014,S08000020,45-64 years,Male,Cerebrovascular Disease,12,15.38422,15.69245,Grampian
2014,S08000020,45-64 years,Male,Stroke,6,7.69211,7.855212,Grampian
2014,S08000020,45-64 years,Male,Subarachnoid Haemorrhage,2,2.564037,2.669989,Grampian
2014,S08000020,45-64 years,Female,Cerebrovascular Disease,8,10.18576,10.52128,Grampian
2014,S08000020,45-64 years,Female,Stroke,4,5.092881,5.218922,Grampian
2014,S08000020,45-64 years,Female,Subarachnoid Haemorrhage,2,2.546441,2.63032,Grampian
2014,S08000020,65-74 years,All,Cerebrovascular Disease,49,89.02455,92.10626,Grampian
2014,S08000020,65-74 years,All,Stroke,28,50.87117,52.15496,Grampian
2014,S08000020,65-74 years,All,Subarachnoid Haemorrhage,3,5.450482,5.526653,Grampian
2014,S08000020,65-74 years,Male,Cerebrovascular Disease,24,90.09009,94.61743,Grampian
2014,S08000020,65-74 years,Male,Stroke,14,52.55255,55.01492,Grampian
2014,S08000020,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Grampian
2014,S08000020,65-74 years,Female,Cerebrovascular Disease,25,88.02507,89.59508,Grampian
2014,S08000020,65-74 years,Female,Stroke,14,49.29404,49.29501,Grampian
2014,S08000020,65-74 years,Female,Subarachnoid Haemorrhage,3,10.56301,11.05331,Grampian
2014,S08000020,under75 years,All,Cerebrovascular Disease,76,14.06884,15.7936,Grampian
2014,S08000020,under75 years,All,Stroke,40,7.404651,8.302446,Grampian
2014,S08000020,under75 years,All,Subarachnoid Haemorrhage,11,2.036279,2.186651,Grampian
2014,S08000020,under75 years,Male,Cerebrovascular Disease,40,14.72884,17.04594,Grampian
2014,S08000020,under75 years,Male,Stroke,21,7.732642,9.017381,Grampian
2014,S08000020,under75 years,Male,Subarachnoid Haemorrhage,4,1.472884,1.572289,Grampian
2014,S08000020,under75 years,Female,Cerebrovascular Disease,36,13.40158,14.54127,Grampian
2014,S08000020,under75 years,Female,Stroke,19,7.073057,7.587511,Grampian
2014,S08000020,under75 years,Female,Subarachnoid Haemorrhage,7,2.605863,2.801013,Grampian
2014,S08000020,75plus years,All,Cerebrovascular Disease,364,826.9157,837.1347,Grampian
2014,S08000020,75plus years,All,Stroke,191,433.9035,436.5809,Grampian
2014,S08000020,75plus years,All,Subarachnoid Haemorrhage,4,9.086985,8.52428,Grampian
2014,S08000020,75plus years,Male,Cerebrovascular Disease,132,731.7479,818.7587,Grampian
2014,S08000020,75plus years,Male,Stroke,68,376.961,422.6257,Grampian
2014,S08000020,75plus years,Male,Subarachnoid Haemorrhage,1,5.543545,5.837712,Grampian
2014,S08000020,75plus years,Female,Cerebrovascular Disease,232,892.9946,855.5108,Grampian
2014,S08000020,75plus years,Female,Stroke,123,473.4411,450.5361,Grampian
2014,S08000020,75plus years,Female,Subarachnoid Haemorrhage,3,11.54734,11.21085,Grampian
2014,S08000022,All,All,Cerebrovascular Disease,307,95.71914,92.5644,Highland
2014,S08000022,All,All,Stroke,198,61.73417,60.39446,Highland
2014,S08000022,All,All,Subarachnoid Haemorrhage,14,4.365042,3.956018,Highland
2014,S08000022,All,Male,Cerebrovascular Disease,122,77.47753,93.24836,Highland
2014,S08000022,All,Male,Stroke,80,50.80494,62.33943,Highland
2014,S08000022,All,Male,Subarachnoid Haemorrhage,4,2.540247,2.420176,Highland
2014,S08000022,All,Female,Cerebrovascular Disease,185,113.3127,91.88044,Highland
2014,S08000022,All,Female,Stroke,118,72.27514,58.4495,Highland
2014,S08000022,All,Female,Subarachnoid Haemorrhage,10,6.125011,5.491861,Highland
2014,S08000022,0-44 years,All,Cerebrovascular Disease,3,1.925163,2.21753,Highland
2014,S08000022,0-44 years,All,Stroke,1,0.641721,0.789366,Highland
2014,S08000022,0-44 years,All,Subarachnoid Haemorrhage,2,1.283442,1.428165,Highland
2014,S08000022,0-44 years,Male,Cerebrovascular Disease,2,2.526082,2.917327,Highland
2014,S08000022,0-44 years,Male,Stroke,1,1.263041,1.578731,Highland
2014,S08000022,0-44 years,Male,Subarachnoid Haemorrhage,1,1.263041,1.338596,Highland
2014,S08000022,0-44 years,Female,Cerebrovascular Disease,1,1.304512,1.517734,Highland
2014,S08000022,0-44 years,Female,Stroke,0,0,0,Highland
2014,S08000022,0-44 years,Female,Subarachnoid Haemorrhage,1,1.304512,1.517734,Highland
2014,S08000022,45-64 years,All,Cerebrovascular Disease,18,18.79935,18.74082,Highland
2014,S08000022,45-64 years,All,Stroke,11,11.48849,11.38414,Highland
2014,S08000022,45-64 years,All,Subarachnoid Haemorrhage,5,5.222041,5.269264,Highland
2014,S08000022,45-64 years,Male,Cerebrovascular Disease,11,23.46366,23.16946,Highland
2014,S08000022,45-64 years,Male,Stroke,7,14.93142,14.64407,Highland
2014,S08000022,45-64 years,Male,Subarachnoid Haemorrhage,3,6.399181,6.405034,Highland
2014,S08000022,45-64 years,Female,Cerebrovascular Disease,7,14.3246,14.31218,Highland
2014,S08000022,45-64 years,Female,Stroke,4,8.185483,8.124219,Highland
2014,S08000022,45-64 years,Female,Subarachnoid Haemorrhage,2,4.092742,4.133494,Highland
2014,S08000022,65-74 years,All,Cerebrovascular Disease,31,79.08567,82.39505,Highland
2014,S08000022,65-74 years,All,Stroke,18,45.92071,48.06529,Highland
2014,S08000022,65-74 years,All,Subarachnoid Haemorrhage,2,5.102301,5.012762,Highland
2014,S08000022,65-74 years,Male,Cerebrovascular Disease,19,99.65906,103.136,Highland
2014,S08000022,65-74 years,Male,Stroke,10,52.45214,54.52757,Highland
2014,S08000022,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Highland
2014,S08000022,65-74 years,Female,Cerebrovascular Disease,12,59.60364,61.65405,Highland
2014,S08000022,65-74 years,Female,Stroke,8,39.73576,41.603,Highland
2014,S08000022,65-74 years,Female,Subarachnoid Haemorrhage,2,9.933939,10.02552,Highland
2014,S08000022,under75 years,All,Cerebrovascular Disease,52,17.88312,16.28051,Highland
2014,S08000022,under75 years,All,Stroke,30,10.31718,9.329572,Highland
2014,S08000022,under75 years,All,Subarachnoid Haemorrhage,9,3.095155,2.960334,Highland
2014,S08000022,under75 years,Male,Cerebrovascular Disease,32,22.05072,20.37862,Highland
2014,S08000022,under75 years,Male,Stroke,18,12.40353,11.49295,Highland
2014,S08000022,under75 years,Male,Subarachnoid Haemorrhage,4,2.75634,2.659534,Highland
2014,S08000022,under75 years,Female,Cerebrovascular Disease,20,13.73089,12.1824,Highland
2014,S08000022,under75 years,Female,Stroke,12,8.238533,7.166191,Highland
2014,S08000022,under75 years,Female,Subarachnoid Haemorrhage,5,3.432722,3.261134,Highland
2014,S08000022,75plus years,All,Cerebrovascular Disease,255,851.3338,863.8793,Highland
2014,S08000022,75plus years,All,Stroke,168,560.8787,576.7173,Highland
2014,S08000022,75plus years,All,Subarachnoid Haemorrhage,5,16.69282,14.02349,Highland
2014,S08000022,75plus years,Male,Cerebrovascular Disease,90,729.0401,830.0423,Highland
2014,S08000022,75plus years,Male,Stroke,62,502.2276,576.4538,Highland
2014,S08000022,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Highland
2014,S08000022,75plus years,Female,Cerebrovascular Disease,165,937.0741,897.7163,Highland
2014,S08000022,75plus years,Female,Stroke,106,601.9991,576.9807,Highland
2014,S08000022,75plus years,Female,Subarachnoid Haemorrhage,5,28.39618,28.04699,Highland
2014,S08000024,All,All,Cerebrovascular Disease,587,68.40535,85.24821,Lothian
2014,S08000024,All,All,Stroke,338,39.38843,48.80849,Lothian
2014,S08000024,All,All,Subarachnoid Haemorrhage,33,3.845616,4.106893,Lothian
2014,S08000024,All,Male,Cerebrovascular Disease,221,52.98655,84.71991,Lothian
2014,S08000024,All,Male,Stroke,121,29.01073,46.89493,Lothian
2014,S08000024,All,Male,Subarachnoid Haemorrhage,6,1.438549,1.619542,Lothian
2014,S08000024,All,Female,Cerebrovascular Disease,366,82.98699,85.77651,Lothian
2014,S08000024,All,Female,Stroke,217,49.20267,50.72205,Lothian
2014,S08000024,All,Female,Subarachnoid Haemorrhage,27,6.121991,6.594244,Lothian
2014,S08000024,0-44 years,All,Cerebrovascular Disease,5,0.993998,0.989395,Lothian
2014,S08000024,0-44 years,All,Stroke,5,0.993998,0.989395,Lothian
2014,S08000024,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Lothian
2014,S08000024,0-44 years,Male,Cerebrovascular Disease,1,0.400014,0.434678,Lothian
2014,S08000024,0-44 years,Male,Stroke,1,0.400014,0.434678,Lothian
2014,S08000024,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Lothian
2014,S08000024,0-44 years,Female,Cerebrovascular Disease,4,1.580853,1.544112,Lothian
2014,S08000024,0-44 years,Female,Stroke,4,1.580853,1.544112,Lothian
2014,S08000024,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Lothian
2014,S08000024,45-64 years,All,Cerebrovascular Disease,40,18.25942,18.83643,Lothian
2014,S08000024,45-64 years,All,Stroke,14,6.390797,6.736054,Lothian
2014,S08000024,45-64 years,All,Subarachnoid Haemorrhage,18,8.216739,8.27568,Lothian
2014,S08000024,45-64 years,Male,Cerebrovascular Disease,17,15.79148,16.52616,Lothian
2014,S08000024,45-64 years,Male,Stroke,9,8.360194,8.745823,Lothian
2014,S08000024,45-64 years,Male,Subarachnoid Haemorrhage,4,3.715642,3.788393,Lothian
2014,S08000024,45-64 years,Female,Cerebrovascular Disease,23,20.6441,21.14671,Lothian
2014,S08000024,45-64 years,Female,Stroke,5,4.487847,4.726284,Lothian
2014,S08000024,45-64 years,Female,Subarachnoid Haemorrhage,14,12.56597,12.76297,Lothian
2014,S08000024,65-74 years,All,Cerebrovascular Disease,63,84.72411,90.6463,Lothian
2014,S08000024,65-74 years,All,Stroke,32,43.03447,45.54072,Lothian
2014,S08000024,65-74 years,All,Subarachnoid Haemorrhage,10,13.44827,12.74106,Lothian
2014,S08000024,65-74 years,Male,Cerebrovascular Disease,34,97.34311,106.6021,Lothian
2014,S08000024,65-74 years,Male,Stroke,19,54.39762,58.39401,Lothian
2014,S08000024,65-74 years,Male,Subarachnoid Haemorrhage,2,5.726065,5.863025,Lothian
2014,S08000024,65-74 years,Female,Cerebrovascular Disease,29,73.54619,74.69047,Lothian
2014,S08000024,65-74 years,Female,Stroke,13,32.96898,32.68743,Lothian
2014,S08000024,65-74 years,Female,Subarachnoid Haemorrhage,8,20.28861,19.61909,Lothian
2014,S08000024,under75 years,All,Cerebrovascular Disease,108,13.56029,16.53164,Lothian
2014,S08000024,under75 years,All,Stroke,51,6.403471,7.80341,Lothian
2014,S08000024,under75 years,All,Subarachnoid Haemorrhage,28,3.515631,3.880073,Lothian
2014,S08000024,under75 years,Male,Cerebrovascular Disease,52,13.24598,17.37075,Lothian
2014,S08000024,under75 years,Male,Stroke,29,7.38718,9.542572,Lothian
